layup_name,AVL_HalfWingLift_N,RootBendingMoment_Nm,TipDeflection_mm,TipTwistTotal_deg,TipTwistCoupling_deg,WashBehavior
[0/45/-45/90/90/-45/45/0],885.842930337969,1123.96840846923,133.138120196064,-0.180635523358015,-0.180635523358015,washout
[0/0/45/-45/-45/45/0/0],885.842930337969,1123.96840846923,90.3366130982523,-0.0699024240145026,-0.0699024240145026,washout
[45/-45/45/-45/-45/45/-45/45],885.842930337969,1123.96840846923,394.722832245331,-0.461833310665576,-0.461833310665576,washout
[30/-30/0/90/90/0/-30/30],885.842930337969,1123.96840846923,95.5027033353366,-0.472930933198837,-0.472930933198837,washout
[20/-20/0/0/0/0/-20/20],885.842930337969,1123.96840846923,60.7750070821067,-0.461439584113693,-0.461439584113693,washout
