Name,Layup,NPlies,Thickness_m,MassPerArea_kgm2,Ex_GPa,Ey_GPa,Gxy_GPa,Nu_xy,A11_Npm,A22_Npm,A66_Npm,D11_Nm,D22_Nm,D66_Nm,Bnorm,B_over_sqrt_AD,A16_over_A11,A26_over_A22,D16_over_D11,D26_over_D22,D66_over_D11
baseline_quasi_iso,[0/45/-45/90/90/-45/45/0],8,0.001,1.55,52.4009817123074,52.4009817123074,19.991610738255,0.310574280341386,57994966.442953,57994966.442953,19991610.738255,8.01650762024609,2.11780795581655,1.43172364373602,1.02554728031627e-12,3.71147511954719e-17,0,3.21173588584305e-17,0.0613182608506069,0.232107120014855,0.178596929181497
axial_stiff,[0/0/45/-45/-45/45/0/0],8,0.001,1.55,77.2285783397378,22.9085616888859,19.991610738255,0.678785962693646,89454697.9865772,26535234.8993288,19991610.738255,10.3577670581655,1.1820120246085,0.728991890380313,6.96186857221385e-14,2.16264292381655e-18,0,0,0.0237289708587145,0.207932870028094,0.0703811821878744
torsion_stiff,[45/-45/45/-45/-45/45/-45/45],8,0.001,1.55,17.6746000780335,17.6746000780335,34.9832214765101,0.767460007803356,43003355.704698,43003355.704698,34983221.4765101,3.5836129753915,3.5836129753915,2.91526845637584,1.20314839981101e-12,4.85355202153704e-17,0,0,0.274336714787358,0.274336714787359,0.813499804916114
tailored_30,[30/-30/0/90/90/0/-30/30],8,0.001,1.55,73.0510023062726,43.3868252956852,16.2437080536913,0.309995897716395,77472734.8993289,46013003.3557047,16243708.0536913,7.22800440436242,1.65701027684564,2.05637409116331,3.21554935538437e-13,1.15487391162635e-17,0,4.04808426616218e-17,0.130443299743052,0.201725480693243,0.284500946059496
tailored_20,[20/-20/0/0/0/0/-20/20],8,0.001,1.55,114.793375378462,10.5391911727863,11.1941724266325,0.820280215743841,122351688.829208,11233120.6799432,11194172.4266325,9.34882710414761,1.00896880161924,1.31998347888391,1.82253865453747e-12,5.25216358983922e-17,0,0,0.0877093150355917,0.126786420445412,0.141192415281517
